article_id,company_key,company_name_raw,company_matched,company_match_method,company_match_score,published_date,date_status,pub_year,pub_quarter,pub_month,category_std,category_raw,revenue_raw,arr_usd,arr_status,currency_detected,company_age,_source_row_number,_loaded_at
ART0420,Confluent,Confluent,True,exact,100.0,2020-12-29,parsed,2020,4,12,SOFTWARE,Enterprise Software,"£267,716,535",339999999,parsed,GBP,25,420,2026-08-22T21:58:37.269504+00:00
ART0421,Snowflake,Snowflake,True,exact,100.0,2020-10-02,parsed,2020,4,10,FINTECH,Financial Technology,"¥127,500,000,000",850000000,parsed,JPY,8,421,2026-08-22T21:58:37.269504+00:00
ART0422,SpaceX,SpaceX,True,exact,100.0,2021-10-10,parsed,2021,4,10,SOFTWARE,SaaS,,,missing,,5,422,2026-08-22T21:58:37.269504+00:00
ART0423,Tesla,Tesla,True,exact,100.0,2020-08-30,parsed,2020,3,8,SECURITY,Security,,,missing,,12,423,2026-08-22T21:58:37.269504+00:00
ART0424,OpenAI,OpenAI,True,exact,100.0,2021-02-16,parsed,2021,1,2,FINTECH,Finance,$123.5M - $136.5M,130000000,parsed,USD,15,424,2026-08-22T21:58:37.269504+00:00
ART0425,Stripe,Stripe,True,exact,100.0,2022-03-22,parsed,2022,1,3,SOFTWARE,Enterprise Software,Not disclosed,,not_disclosed,,20,425,2026-08-22T21:58:37.269504+00:00
ART0426,Anthropic,Anthropic,True,exact,100.0,2020-10-05,parsed,2020,4,10,CLOUD,Cloud Computing,,,missing,,14,426,2026-08-22T21:58:37.269504+00:00
ART0427,Elastic,Elastic,True,exact,100.0,2020-02-08,parsed,2020,1,2,SOFTWARE,Enterprise Software,$610.0 million,610000000,parsed,USD,4,427,2026-08-22T21:58:37.269504+00:00
ART0428,Scale AI,Scale AI,True,exact,100.0,2020-12-05,parsed,2020,4,12,DATA_ANALYTICS,Big Data,$0.160 billion,160000000,parsed,USD,17,428,2026-08-22T21:58:37.269504+00:00
ART0429,Airbnb,Airbnb,True,exact,100.0,2021-09-11,parsed,2021,3,9,SOFTWARE,SaaS,$4.200B,4200000000,parsed,USD,22,429,2026-08-22T21:58:37.269504+00:00
ART0430,MongoDB,MongoDB,True,exact,100.0,2021-01-24,parsed,2021,1,1,SECURITY,InfoSec,$720.0M,720000000,parsed,USD,13,430,2026-08-22T21:58:37.269504+00:00
ART0431,Anthropic,Anthropic,True,exact,100.0,2022-03-04,parsed,2022,1,3,SOFTWARE,SaaS,"€86,363,636",95000000,parsed,EUR,16,431,2026-08-22T21:58:37.269504+00:00
ART0432,OpenAI,OpenAI,True,exact,100.0,2021-10-01,parsed,2021,4,10,CLOUD,Cloud Services,$304.0M - $336.0M,320000000,parsed,USD,15,432,2026-08-22T21:58:37.269504+00:00
ART0433,Microsoft,Microsoft,True,exact,100.0,2021-07-14,parsed,2021,3,7,AI_ML,AI/ML,$52250.0M - $57750.0M,55000000000,parsed,USD,3,433,2026-08-22T21:58:37.269504+00:00
ART0434,Snowflake,Snowflake,True,exact,100.0,2021-05-16,parsed,2021,2,5,AI_ML,Machine Learning,,,missing,,9,434,2026-08-22T21:58:37.269504+00:00
ART0435,Meta AI,Meta AI,True,exact,100.0,2020-04-20,parsed,2020,2,4,SECURITY,Cybersecurity,$145.0M,145000000,parsed,USD,19,435,2026-08-22T21:58:37.269504+00:00
ART0436,Palantir,Palantir,True,exact,100.0,2020-09-26,parsed,2020,3,9,SECURITY,Security,N/A,,missing,,15,436,2026-08-22T21:58:37.269504+00:00
ART0437,Airbnb,Airbnb,True,exact,100.0,2021-01-10,parsed,2021,1,1,DATA_ANALYTICS,Data Analytics,"¥510,000,000,000",3400000000,parsed,JPY,22,437,2026-08-22T21:58:37.269504+00:00
ART0438,Snowflake,Snowflake,True,exact,100.0,2023-05-22,parsed,2023,2,5,CLOUD,Cloud Computing,Not disclosed,,not_disclosed,,11,438,2026-08-22T21:58:37.269504+00:00
ART0439,NVIDIA,NVIDIA,True,exact,100.0,2021-05-14,parsed,2021,2,5,CLOUD,Cloud,15000.0M USD,15000000000,parsed,USD,4,439,2026-08-22T21:58:37.269504+00:00
ART0440,Elastic,Elastic,True,exact,100.0,2021-04-28,parsed,2021,2,4,AI_ML,Machine Learning,Not disclosed,,not_disclosed,,5,440,2026-08-22T21:58:37.269504+00:00
ART0441,Snowflake,Snowflake,True,exact,100.0,2020-05-22,parsed,2020,2,5,AI_ML,AI & ML,"¥93,000,000,000",620000000,parsed,JPY,8,441,2026-08-22T21:58:37.269504+00:00
ART0442,Tesla,Tesla,True,exact,100.0,2023-04-04,parsed,2023,2,4,AI_ML,AI/ML,"£70,866,141,732",90000000000,parsed,GBP,15,442,2026-08-22T21:58:37.269504+00:00
ART0443,Stripe,Stripe,True,exact,100.0,2023-03-13,parsed,2023,1,3,FINTECH,Finance,2300.0M USD,2300000000,parsed,USD,21,443,2026-08-22T21:58:37.269504+00:00
ART0444,Anthropic,Anthropic,True,exact,100.0,2023-01-29,parsed,2023,1,1,AI_ML,AI/ML,Not disclosed,,not_disclosed,,17,444,2026-08-22T21:58:37.269504+00:00
ART0445,Uber,Uber,True,exact,100.0,2021-10-13,parsed,2021,4,10,DATA_ANALYTICS,Big Data,$17.000B,17000000000,parsed,USD,6,445,2026-08-22T21:58:37.269504+00:00
ART0446,SpaceX,SpaceX,True,exact,100.0,2021-08-13,parsed,2021,3,8,CLOUD,Cloud Computing,$3900.0 million,3900000000,parsed,USD,5,446,2026-08-22T21:58:37.269504+00:00
ART0447,Google DeepMind,Google DeepMind,True,exact,100.0,2023-08-08,parsed,2023,3,8,SECURITY,Security,,,missing,,6,447,2026-08-22T21:58:37.269504+00:00
ART0448,Amazon Web Services,Amazon Web Services,True,exact,100.0,2023-05-23,parsed,2023,2,5,SOFTWARE,Enterprise Software,Not disclosed,,not_disclosed,,8,448,2026-08-22T21:58:37.269504+00:00
ART0449,Meta AI,Meta AI,True,exact,100.0,2022-09-13,parsed,2022,3,9,AI_ML,Machine Learning,,,missing,,21,449,2026-08-22T21:58:37.269504+00:00
ART0450,Cloudflare,Cloudflare,True,exact,100.0,2023-09-21,parsed,2023,3,9,AI_ML,Machine Learning,,,missing,,25,450,2026-08-22T21:58:37.269504+00:00
ART0451,SpaceX,SpaceX,True,exact,100.0,2021-08-26,parsed,2021,3,8,CLOUD,Cloud,Not disclosed,,not_disclosed,,5,451,2026-08-22T21:58:37.269504+00:00
ART0452,Anthropic,Anthropic,True,exact,100.0,2021-08-20,parsed,2021,3,8,AI_ML,AI/ML,$0.045 billion,45000000,parsed,USD,15,452,2026-08-22T21:58:37.269504+00:00
ART0453,Databricks,Databricks,True,exact,100.0,2020-08-16,parsed,2020,3,8,CLOUD,Cloud,$0.500 billion,500000000,parsed,USD,17,453,2026-08-22T21:58:37.269504+00:00
ART0454,Anthropic,Anthropic,True,exact,100.0,2020-06-21,parsed,2020,2,6,CLOUD,Cloud Computing,Not disclosed,,not_disclosed,,14,454,2026-08-22T21:58:37.269504+00:00
ART0455,Tesla,Tesla,True,exact,100.0,2021-12-07,parsed,2021,4,12,FINTECH,Financial Technology,,,missing,,13,455,2026-08-22T21:58:37.269504+00:00
ART0456,NVIDIA,NVIDIA,True,exact,100.0,2023-10-31,parsed,2023,4,10,DATA_ANALYTICS,Big Data,$45.000 billion,45000000000,parsed,USD,6,456,2026-08-22T21:58:37.269504+00:00
ART0457,Anthropic,Anthropic,True,exact,100.0,2022-12-24,parsed,2022,4,12,DATA_ANALYTICS,Analytics,$0.250 billion,250000000,parsed,USD,16,457,2026-08-22T21:58:37.269504+00:00
ART0458,Uber,Uber,True,exact,100.0,2023-10-14,parsed,2023,4,10,FINTECH,FinTech,"$34,000,000,000",34000000000,parsed,USD,8,458,2026-08-22T21:58:37.269504+00:00
ART0459,Meta AI,Meta AI,True,exact,100.0,2022-02-07,parsed,2022,1,2,FINTECH,FinTech,700.0M USD,700000000,parsed,USD,21,459,2026-08-22T21:58:37.269504+00:00
ART0460,DataRobot,DataRobot,True,exact,100.0,2020-09-06,parsed,2020,3,9,AI_ML,AI & ML,$170.0M,170000000,parsed,USD,8,460,2026-08-22T21:58:37.269504+00:00
ART0461,Google DeepMind,Google DeepMind,True,exact,100.0,2022-07-17,parsed,2022,3,7,SECURITY,Cybersecurity,$710.0 million,710000000,parsed,USD,5,461,2026-08-22T21:58:37.269504+00:00
ART0462,Uber,Uber,True,exact,100.0,2020-03-05,parsed,2020,1,3,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,5,462,2026-08-22T21:58:37.269504+00:00
ART0463,Microsoft,Microsoft,True,exact,100.0,2022-06-02,parsed,2022,2,6,AI_ML,AI & ML,$64.000B,64000000000,parsed,USD,4,463,2026-08-22T21:58:37.269504+00:00
ART0464,OpenAI,OpenAI,True,exact,100.0,2020-10-31,parsed,2020,4,10,AI_ML,AI/ML,"€86,363,636",95000000,parsed,EUR,14,464,2026-08-22T21:58:37.269504+00:00
ART0465,Cloudflare,Cloudflare,True,exact,100.0,2022-06-12,parsed,2022,2,6,AI_ML,Machine Learning,,,missing,,24,465,2026-08-22T21:58:37.269504+00:00
ART0466,Stripe,Stripe,True,exact,100.0,2021-09-12,parsed,2021,3,9,AI_ML,Artificial Intelligence,$1.380B,1380000000,parsed,USD,19,466,2026-08-22T21:58:37.269504+00:00
ART0467,Elastic,Elastic,True,exact,100.0,2022-02-25,parsed,2022,1,2,CLOUD,Cloud Services,,,missing,,6,467,2026-08-22T21:58:37.269504+00:00
ART0468,Anthropic,Anthropic,True,exact,100.0,2020-02-21,parsed,2020,1,2,SOFTWARE,Enterprise Software,"¥750,000,000",5000000,parsed,JPY,14,468,2026-08-22T21:58:37.269504+00:00
ART0469,Anthropic,Anthropic,True,exact,100.0,2020-04-24,parsed,2020,2,4,AI_ML,Artificial Intelligence,Not disclosed,,not_disclosed,,14,469,2026-08-22T21:58:37.269504+00:00
ART0470,Microsoft,Microsoft,True,exact,100.0,2023-09-01,parsed,2023,3,9,SECURITY,InfoSec,$75800.0 million,75800000000,parsed,USD,5,470,2026-08-22T21:58:37.269504+00:00
ART0471,Palantir,Palantir,True,exact,100.0,2020-12-15,parsed,2020,4,12,AI_ML,Machine Learning,"£881,889,764",1120000000,parsed,GBP,15,471,2026-08-22T21:58:37.269504+00:00
ART0472,Meta AI,Meta AI,True,exact,100.0,2023-03-25,parsed,2023,1,3,CLOUD,Cloud Computing,"€1,090,909,091",1200000000,parsed,EUR,22,472,2026-08-22T21:58:37.269504+00:00
ART0473,Amazon Web Services,Amazon Web Services,True,exact,100.0,2022-01-27,parsed,2022,1,1,CLOUD,Cloud,70000.0M USD,70000000000,parsed,USD,7,473,2026-08-22T21:58:37.269504+00:00
ART0474,Cloudflare,Cloudflare,True,exact,100.0,2020-01-14,parsed,2020,1,1,CLOUD,Cloud,,,missing,,22,474,2026-08-22T21:58:37.269504+00:00
ART0475,MongoDB,MongoDB,True,exact,100.0,2022-04-23,parsed,2022,2,4,CLOUD,Cloud,"¥177,000,000,000",1180000000,parsed,JPY,14,475,2026-08-22T21:58:37.269504+00:00
ART0476,Airbnb,Airbnb,True,exact,100.0,2020-01-10,parsed,2020,1,1,FINTECH,FinTech,$2470.0M - $2730.0M,2600000000,parsed,USD,21,476,2026-08-22T21:58:37.269504+00:00
ART0477,Databricks,Databricks,True,exact,100.0,2021-01-31,parsed,2021,1,1,CLOUD,Cloud Computing,"$740,000,000",740000000,parsed,USD,18,477,2026-08-22T21:58:37.269504+00:00
ART0478,Databricks,Databricks,True,exact,100.0,2023-06-17,parsed,2023,2,6,AI_ML,Artificial Intelligence,Not disclosed,,not_disclosed,,20,478,2026-08-22T21:58:37.269504+00:00
ART0479,Palantir,Palantir,True,exact,100.0,2023-02-04,parsed,2023,1,2,SECURITY,Cybersecurity,"€1,636,363,636",1800000000,parsed,EUR,18,479,2026-08-22T21:58:37.269504+00:00
ART0480,Tesla,Tesla,True,exact,100.0,2021-03-27,parsed,2021,1,3,SECURITY,InfoSec,31000.0M USD,31000000000,parsed,USD,13,480,2026-08-22T21:58:37.269504+00:00
ART0481,Palantir,Palantir,True,exact,100.0,2021-02-01,parsed,2021,1,2,DATA_ANALYTICS,Analytics,1180.0M USD,1180000000,parsed,USD,16,481,2026-08-22T21:58:37.269504+00:00
ART0482,Palantir,Palantir,True,exact,100.0,2020-12-16,parsed,2020,4,12,FINTECH,FinTech,$1.120B,1120000000,parsed,USD,15,482,2026-08-22T21:58:37.269504+00:00
ART0483,Confluent,Confluent,True,exact,100.0,2022-05-08,parsed,2022,2,5,AI_ML,AI/ML,"€595,454,545",655000000,parsed,EUR,27,483,2026-08-22T21:58:37.269504+00:00
ART0484,Microsoft,Microsoft,True,exact,100.0,2020-01-11,parsed,2020,1,1,AI_ML,Artificial Intelligence,,,missing,,2,484,2026-08-22T21:58:37.269504+00:00
ART0485,Cloudflare,Cloudflare,True,exact,100.0,2020-06-19,parsed,2020,2,6,AI_ML,AI/ML,$420.0M,420000000,parsed,USD,22,485,2026-08-22T21:58:37.269504+00:00
ART0486,Snowflake,Snowflake,True,exact,100.0,2023-12-11,parsed,2023,4,12,SOFTWARE,Enterprise Software,N/A,,missing,,11,486,2026-08-22T21:58:37.269504+00:00
ART0487,Scale AI,Scale AI,True,exact,100.0,2023-12-12,parsed,2023,4,12,AI_ML,AI/ML,$0.760 billion,760000000,parsed,USD,20,487,2026-08-22T21:58:37.269504+00:00
ART0488,Confluent,Confluent,True,exact,100.0,2023-11-03,parsed,2023,4,11,DATA_ANALYTICS,Data Analytics,$980.0M,980000000,parsed,USD,28,488,2026-08-22T21:58:37.269504+00:00
ART0489,Airbnb,Airbnb,True,exact,100.0,2020-12-24,parsed,2020,4,12,SOFTWARE,Software,Not disclosed,,not_disclosed,,21,489,2026-08-22T21:58:37.269504+00:00
ART0490,Tesla,Tesla,True,exact,100.0,2021-06-04,parsed,2021,2,6,DATA_ANALYTICS,Analytics,"$38,000,000,000",38000000000,parsed,USD,13,490,2026-08-22T21:58:37.269504+00:00
ART0491,MongoDB,MongoDB,True,exact,100.0,2020-09-08,parsed,2020,3,9,SOFTWARE,Software,"¥88,500,000,000",590000000,parsed,JPY,12,491,2026-08-22T21:58:37.269504+00:00
ART0492,Snowflake,Snowflake,True,exact,100.0,2020-08-11,parsed,2020,3,8,FINTECH,Financial Technology,$730.0M,730000000,parsed,USD,8,492,2026-08-22T21:58:37.269504+00:00
ART0493,SpaceX,SpaceX,True,exact,100.0,2023-01-13,parsed,2023,1,1,SECURITY,InfoSec,$7.000B,7000000000,parsed,USD,7,493,2026-08-22T21:58:37.269504+00:00
ART0494,MongoDB,MongoDB,True,exact,100.0,2021-11-18,parsed,2021,4,11,SOFTWARE,Enterprise Software,,,missing,,13,494,2026-08-22T21:58:37.269504+00:00
ART0495,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-04-09,parsed,2021,2,4,DATA_ANALYTICS,Analytics,"€52,727,272,727",58000000000,parsed,EUR,6,495,2026-08-22T21:58:37.269504+00:00
ART0496,Elastic,Elastic,True,exact,100.0,2021-01-08,parsed,2021,1,1,CLOUD,Cloud Computing,820.0M USD,820000000,parsed,USD,5,496,2026-08-22T21:58:37.269504+00:00
ART0497,Tesla,Tesla,True,exact,100.0,2023-12-19,parsed,2023,4,12,DATA_ANALYTICS,Data Analytics,$91200.0M - $100800.0M,96000000000,parsed,USD,15,497,2026-08-22T21:58:37.269504+00:00
ART0498,Cloudflare,Cloudflare,True,exact,100.0,2022-07-27,parsed,2022,3,7,CLOUD,Cloud Computing,"¥141,750,000,000",945000000,parsed,JPY,24,498,2026-08-22T21:58:37.269504+00:00
ART0499,Palantir,Palantir,True,exact,100.0,2023-11-12,parsed,2023,4,11,SECURITY,InfoSec,Not disclosed,,not_disclosed,,18,499,2026-08-22T21:58:37.269504+00:00
ART0500,Stripe,Stripe,True,exact,100.0,2023-05-30,parsed,2023,2,5,CLOUD,Cloud Services,$2.600B,2600000000,parsed,USD,21,500,2026-08-22T21:58:37.269504+00:00
ART0501,Amazon Web Services,Amazon Web Services,True,exact,100.0,2024-10-04,parsed,2024,4,10,SECURITY,InfoSec,$102600.0M,102600000000,parsed,USD,9,501,2026-08-22T21:58:37.269504+00:00
ART0502,Mistral AI,Mistral AI,False,unmatched,70.58823529411764,2024-03-05,parsed,2024,1,3,DATA_ANALYTICS,Big Data,"$95,000,000",95000000,parsed,USD,,502,2026-08-22T21:58:37.269504+00:00
ART0503,Amazon Web Services,AWS,True,alias,100.0,2024-06-09,parsed,2024,2,6,DATA_ANALYTICS,Data Analytics,$98.800 billion,98800000000,parsed,USD,9,503,2026-08-22T21:58:37.269504+00:00
ART0504,Airbnb,Airbnb,True,exact,100.0,2023-11-27,parsed,2023,4,11,AI_ML,AI & ML,7800.0M USD,7800000000,parsed,USD,24,504,2026-08-22T21:58:37.269504+00:00
ART0505,Elastic,Elastic,True,exact,100.0,2024-04-03,parsed,2024,2,4,CLOUD,Cloud,"€1,227,272,727",1350000000,parsed,EUR,8,505,2026-08-22T21:58:37.269504+00:00
ART0506,DataRobot,DataRobot,True,exact,100.0,2024-05-05,parsed,2024,2,5,SOFTWARE,SaaS,"£305,511,811",388000000,parsed,GBP,12,506,2026-08-22T21:58:37.269504+00:00
ART0507,Anthropic,Anthropic,True,exact,100.0,2024-10-15,parsed,2024,4,10,SOFTWARE,Enterprise Software,,,missing,,18,507,2026-08-22T21:58:37.269504+00:00
ART0508,Snowflake,Snowflake,True,exact,100.0,2024-08-16,parsed,2024,3,8,AI_ML,AI/ML,$3.219B - $3.557B,3388000000,parsed,USD,12,508,2026-08-22T21:58:37.269504+00:00
ART0509,Palantir,Palantir,True,exact,100.0,2023-05-22,parsed,2023,2,5,AI_ML,Artificial Intelligence,Not disclosed,,not_disclosed,,18,509,2026-08-22T21:58:37.269504+00:00
ART0510,Google DeepMind,Google DeepMind,True,exact,100.0,2023-12-10,parsed,2023,4,12,DATA_ANALYTICS,Data Analytics,$0.900B,900000000,parsed,USD,6,510,2026-08-22T21:58:37.269504+00:00
ART0511,Uber,Uber,True,exact,100.0,2024-11-07,parsed,2024,4,11,FINTECH,Financial Technology,$37400.0M,37400000000,parsed,USD,9,511,2026-08-22T21:58:37.269504+00:00
ART0512,Databricks,Databricks,True,exact,100.0,2024-08-19,parsed,2024,3,8,SOFTWARE,Enterprise Software,"$3,168,000,000",3168000000,parsed,USD,21,512,2026-08-22T21:58:37.269504+00:00
ART0513,Amazon Web Services,Amazon Web Services (AWS),True,alias,100.0,2024-03-04,parsed,2024,1,3,DATA_ANALYTICS,Big Data,$98.800 billion,98800000000,parsed,USD,9,513,2026-08-22T21:58:37.269504+00:00
ART0514,Tesla,Tesla,True,exact,100.0,2024-04-11,parsed,2024,2,4,AI_ML,Machine Learning,96960.0M USD,96960000000,parsed,USD,16,514,2026-08-22T21:58:37.269504+00:00
ART0515,Scale AI,Scale AI,True,exact,100.0,2023-09-13,parsed,2023,3,9,CLOUD,Cloud,"€668,181,818",735000000,parsed,EUR,20,515,2026-08-22T21:58:37.269504+00:00
ART0516,Cloudflare,Cloudflare,True,exact,100.0,2022-07-15,parsed,2022,3,7,CLOUD,Cloud Computing,"£744,094,488",945000000,parsed,GBP,24,516,2026-08-22T21:58:37.269504+00:00
ART0517,Perplexity AI,Perplexity AI,False,unmatched,50.0,2024-09-10,parsed,2024,3,9,DATA_ANALYTICS,Analytics,"¥12,750,000,000",85000000,parsed,JPY,,517,2026-08-22T21:58:37.269504+00:00
ART0518,Cohere,Cohere,False,unmatched,50.0,2023-09-23,parsed,2023,3,9,FINTECH,Financial Technology,$87.2M - $96.4M,91800000,parsed,USD,,518,2026-08-22T21:58:37.269504+00:00
ART0519,SpaceX,SpaceX,True,exact,100.0,2024-05-04,parsed,2024,2,5,AI_ML,AI/ML,$9180.0 million,9180000000,parsed,USD,8,519,2026-08-22T21:58:37.269504+00:00
ART0520,OpenAI,OpenAI,True,exact,100.0,2023-08-17,parsed,2023,3,8,AI_ML,Artificial Intelligence,$1.720B,1720000000,parsed,USD,17,520,2026-08-22T21:58:37.269504+00:00
ART0521,Microsoft,Microsoft Azure,True,alias,100.0,2024-01-25,parsed,2024,1,1,AI_ML,Machine Learning,$79170.0M,79170000000,parsed,USD,6,521,2026-08-22T21:58:37.269504+00:00
ART0522,Microsoft,Azure,True,alias,100.0,2024-10-27,parsed,2024,4,10,AI_ML,AI & ML,"$83,850,000,000",83850000000,parsed,USD,6,522,2026-08-22T21:58:37.269504+00:00
ART0523,Google DeepMind,DeepMind,True,alias,100.0,2023-03-27,parsed,2023,1,3,FINTECH,Financial Technology,$0.830 billion,830000000,parsed,USD,6,523,2026-08-22T21:58:37.269504+00:00
ART0524,NVIDIA,NVIDIA,True,exact,100.0,2024-06-21,parsed,2024,2,6,FINTECH,Finance,54000.0M USD,54000000000,parsed,USD,7,524,2026-08-22T21:58:37.269504+00:00
ART0525,Confluent,Confluent,True,exact,100.0,2023-04-15,parsed,2023,2,4,CLOUD,Cloud Services,"€781,818,182",860000000,parsed,EUR,28,525,2026-08-22T21:58:37.269504+00:00
ART0526,MongoDB,MongoDB,True,exact,100.0,2023-12-04,parsed,2023,4,12,SECURITY,InfoSec,"£1,338,582,677",1700000000,parsed,GBP,15,526,2026-08-22T21:58:37.269504+00:00
ART0527,Stripe,Stripe,True,exact,100.0,2024-06-11,parsed,2024,2,6,CLOUD,Cloud Computing,N/A,,missing,,22,527,2026-08-22T21:58:37.269504+00:00
ART0528,Meta AI,Meta AI,True,exact,100.0,2024-01-13,parsed,2024,1,1,CLOUD,Cloud,$1.539B - $1.701B,1620000000,parsed,USD,23,528,2026-08-22T21:58:37.269504+00:00
ART0529,Microsoft,Microsoft,True,exact,100.0,2023-01-10,parsed,2023,1,1,AI_ML,Machine Learning,N/A,,missing,,5,529,2026-08-22T21:58:37.269504+00:00
ART0530,Amazon Web Services,Amazon Web Services,True,exact,100.0,2024-03-06,parsed,2024,1,3,DATA_ANALYTICS,Big Data,$96.900B,96900000000,parsed,USD,9,530,2026-08-22T21:58:37.269504+00:00
ART0531,Airbnb,Airbnb,True,exact,100.0,2024-06-21,parsed,2024,2,6,CLOUD,Cloud Computing,$7722.0M,7722000000,parsed,USD,25,531,2026-08-22T21:58:37.269504+00:00
ART0532,Elastic,Elastic,True,exact,100.0,2024-05-26,parsed,2024,2,5,SOFTWARE,Software,"$1,350,000,000",1350000000,parsed,USD,8,532,2026-08-22T21:58:37.269504+00:00
ART0533,DataRobot,DataRobot,True,exact,100.0,2024-09-07,parsed,2024,3,9,FINTECH,Financial Technology,$0.399 billion,399000000,parsed,USD,12,533,2026-08-22T21:58:37.269504+00:00
ART0534,Anthropic,Anthropic,True,exact,100.0,2023-02-28,parsed,2023,1,2,AI_ML,Artificial Intelligence,320.0M USD,320000000,parsed,USD,17,534,2026-08-22T21:58:37.269504+00:00
ART0535,Snowflake,Snowflake,True,exact,100.0,2023-03-15,parsed,2023,1,3,AI_ML,AI/ML,N/A,,missing,,11,535,2026-08-22T21:58:37.269504+00:00
ART0536,Cohere,Cohere,False,unmatched,50.0,2023-11-05,parsed,2023,4,11,AI_ML,Artificial Intelligence,"£91,023,622",115600000,parsed,GBP,,536,2026-08-22T21:58:37.269504+00:00
ART0537,Palantir,Palantir,True,exact,100.0,2022-12-24,parsed,2022,4,12,FINTECH,Finance,"¥255,000,000,000",1700000000,parsed,JPY,17,537,2026-08-22T21:58:37.269504+00:00
ART0538,Google DeepMind,Google Deepmind,True,exact_ci,100.0,2024-04-01,parsed,2024,2,4,FINTECH,Financial Technology,,,missing,,7,538,2026-08-22T21:58:37.269504+00:00
ART0539,Google DeepMind,Google DeepMind,True,exact,100.0,2024-06-04,parsed,2024,2,6,SOFTWARE,Software,$1044.0 million,1044000000,parsed,USD,7,539,2026-08-22T21:58:37.269504+00:00
ART0540,Uber,Uber,True,exact,100.0,2024-12-02,parsed,2024,4,12,AI_ML,AI/ML,$37.400B,37400000000,parsed,USD,9,540,2026-08-22T21:58:37.269504+00:00
ART0541,Meta AI,Meta AI Research,True,alias,100.0,2024-03-07,parsed,2024,1,3,CLOUD,Cloud,$1830.0M,1830000000,parsed,USD,23,541,2026-08-22T21:58:37.269504+00:00
ART0542,Databricks,Databricks,True,exact,100.0,2024-07-03,parsed,2024,3,7,AI_ML,Artificial Intelligence,"$3,168,000,000",3168000000,parsed,USD,21,542,2026-08-22T21:58:37.269504+00:00
ART0543,Meta AI,Facebook AI Research,True,alias,100.0,2024-06-01,parsed,2024,2,6,AI_ML,Artificial Intelligence,Not disclosed,,not_disclosed,,23,543,2026-08-22T21:58:37.269504+00:00
ART0544,Perplexity AI,Perplexity AI,False,unmatched,50.0,2024-03-19,parsed,2024,1,3,FINTECH,Financial Technology,35.0M USD,35000000,parsed,USD,,544,2026-08-22T21:58:37.269504+00:00
ART0545,xAI,xAI,False,unmatched,44.44444444444444,2024-10-28,parsed,2024,4,10,CLOUD,Cloud Computing,"€163,636,364",180000000,parsed,EUR,,545,2026-08-22T21:58:37.269504+00:00
ART0546,NVIDIA,Nvidia,True,exact_ci,100.0,2024-07-18,parsed,2024,3,7,FINTECH,Finance,"£46,062,992,126",58500000000,parsed,GBP,7,546,2026-08-22T21:58:37.269504+00:00
ART0547,Tesla,Tesla,True,exact,100.0,2024-07-14,parsed,2024,3,7,DATA_ANALYTICS,Big Data,"¥14,832,000,000,000",98880000000,parsed,JPY,16,547,2026-08-22T21:58:37.269504+00:00
ART0548,NVIDIA,NVIDIA Corporation,True,alias,100.0,2024-05-05,parsed,2024,2,5,AI_ML,Artificial Intelligence,$51.300B - $56.700B,54000000000,parsed,USD,7,548,2026-08-22T21:58:37.269504+00:00
ART0549,OpenAI,Open AI,True,alias,100.0,2023-10-21,parsed,2023,4,10,SOFTWARE,Software,$1800.0 million,1800000000,parsed,USD,17,549,2026-08-22T21:58:37.269504+00:00
ART0550,Scale AI,Scale AI,True,exact,100.0,2023-08-15,parsed,2023,3,8,FINTECH,Finance,$0.735B,735000000,parsed,USD,20,550,2026-08-22T21:58:37.269504+00:00
ART0551,Cloudflare,Cloudflare,True,exact,100.0,2024-02-23,parsed,2024,1,2,DATA_ANALYTICS,Analytics,$1431.0M,1431000000,parsed,USD,26,551,2026-08-22T21:58:37.269504+00:00
ART0552,SpaceX,SpaceX,True,exact,100.0,2024-08-06,parsed,2024,3,8,AI_ML,Artificial Intelligence,"$9,520,000,000",9520000000,parsed,USD,8,552,2026-08-22T21:58:37.269504+00:00
ART0553,OpenAI,OpenAI,True,exact,100.0,2024-09-15,parsed,2024,3,9,SECURITY,Security,$3.420 billion,3420000000,parsed,USD,18,553,2026-08-22T21:58:37.269504+00:00
ART0554,NVIDIA,NVIDIA,True,exact,100.0,2022-02-26,parsed,2022,1,2,SECURITY,InfoSec,17500.0M USD,17500000000,parsed,USD,5,554,2026-08-22T21:58:37.269504+00:00
ART0555,Confluent,Confluent,True,exact,100.0,2024-10-27,parsed,2024,4,10,CLOUD,Cloud Computing,"€1,050,909,091",1156000000,parsed,EUR,29,555,2026-08-22T21:58:37.269504+00:00
ART0556,MongoDB,MongoDB,True,exact,100.0,2023-08-21,parsed,2023,3,8,DATA_ANALYTICS,Analytics,"£1,291,338,583",1640000000,parsed,GBP,15,556,2026-08-22T21:58:37.269504+00:00
ART0557,OpenAI,OpenAI Inc.,True,alias,100.0,2024-06-11,parsed,2024,2,6,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,18,557,2026-08-22T21:58:37.269504+00:00
ART0558,Stripe,Stripe,True,exact,100.0,2024-05-28,parsed,2024,2,5,CLOUD,Cloud Services,$3.488B - $3.856B,3672000000,parsed,USD,22,558,2026-08-22T21:58:37.269504+00:00
